ts_utc,total,hotel_portion,flight_portion,currency,url
2026-06-11T09:24:02+00:00,4682.00,3359.00,1323.00,USD,https://www.holidayfinder.co.il/offer/6606726?bc=m4d32h6606726c21o150926i200926st1:withCib:AI&adult=2&child=%5B2%5D&airports%5B%5D=TLV&position=0
2026-06-11T09:25:22+00:00,4682.00,3359.00,1323.00,USD,https://www.holidayfinder.co.il/offer/6606726?bc=m4d32h6606726c21o150926i200926st1:withCib:AI&adult=2&child=%5B2%5D&airports%5B%5D=TLV&position=0
2026-06-11T09:53:21+00:00,4682.00,3359.00,1323.00,USD,https://www.holidayfinder.co.il/offer/6606726?bc=m4d32h6606726c21o150926i200926st1:withCib:AI&adult=2&child=%5B2%5D&airports%5B%5D=TLV&position=0
